"Updated.On","State","Total.Individuals.Vaccinated","Total.Sessions.Conducted","Total.Sites","First.Dose.Administered","Second.Dose.Administered","Male.Individuals.Vaccinated.","Female.Individuals.Vaccinated.","Transgender.Individuals.Vaccinated.","Total.Covaxin.Administered","Total.CoviShield.Administered","Total.Sputnik.V.Administered","AEFI","Total.Doses.Administered","Total.Individuals.Vaccinated_Dailycalc","Population"
2021-06-03,"Odisha",6619136,192400,898,6619136,1491562,3528347,3089681,1108,853397,7257301,0,270,8110698,70024,46356334
2021-06-03,"Puducherry",227847,12341,58,227847,51480,117908,109912,27,74,279253,0,19,279327,3197,1413542
2021-06-03,"Punjab",3965188,390672,1184,3965188,784051,2240355,1724382,451,455088,4294151,0,131,4749239,32959,30141373
2021-06-03,"Rajasthan",14169376,639364,2189,14169376,3164783,7415624,6751567,2185,1348134,15986025,0,482,17334159,79283,81032689
2021-06-03,"Sikkim",179658,2340,15,179658,59697,96843,82788,27,0,239355,0,219,239355,175,690251
2021-06-03,"Tamil Nadu",7545710,1110367,2465,7545710,2074931,4147270,3397503,937,1525249,8095392,0,132,9620641,258866,77841267
2021-06-03,"Telangana",5033655,308287,862,5033655,1287119,2619353,2413303,999,1066332,5239874,14568,380,6320774,85918,39362732
2021-06-03,"Tripura",1116768,46930,186,1116768,507852,578973,537636,159,15121,1609499,0,63,1624620,6054,4169794
2021-06-03,"Uttar Pradesh",15875135,1180457,6033,15875135,3561773,9064437,6806907,3791,2225958,17210950,0,1197,19436908,362527,237882725
2021-06-03,"Uttarakhand",2277114,80147,529,2277114,685596,1170483,1106160,471,94546,2868164,0,292,2962710,17152,11250858
2021-06-03,"West Bengal",11514760,803979,2104,11514760,3915654,6452599,5060564,1597,1712330,13718084,0,1208,15430414,231461,99609303
2021-06-02,"India",172945950,10324274,38535,172945950,43912247,92705952,80212651,27347,24376613,192467399,14185,21412,216858197,2305538,1366400000
2021-06-02,"Andaman and Nicobar Islands",110323,1702,9,110323,15191,59440,50874,9,0,125514,0,3,125514,502,417036
2021-06-02,"Andhra Pradesh",7696078,789656,1207,7696078,2547764,3922543,3772396,1139,1875260,8368274,308,328,10243842,142492,53903393
2021-06-02,"Arunachal Pradesh",264847,16790,78,264847,78464,147782,116969,96,0,343311,0,268,343311,6610,1570458
2021-06-02,"Assam",3359700,102020,616,3359700,840300,1823697,1535471,532,836301,3363699,0,181,4200000,22324,35607039
2021-06-02,"Bihar",8612656,560233,2062,8612656,1812319,4720745,3890328,1583,841901,9583074,0,195,10424975,49053,124799926
2021-06-02,"Chandigarh",285834,15120,77,285834,74960,160638,125156,40,0,360794,0,131,360794,5456,1158473
2021-06-02,"Chhattisgarh",5143077,299124,1487,5143077,1117047,2514610,2627896,571,198391,6061733,0,564,6260124,3640,29436231
2021-06-02,"Dadra and Nagar Haveli and Daman and Diu",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0,NA,NA
2021-06-02,"Delhi",4257176,127028,621,4257176,1249358,2467041,1789312,823,1671645,3834889,0,946,5506534,28817,18710922
2021-06-02,"Goa",442390,22070,56,442390,95402,227614,214739,37,8685,529107,0,565,537792,4105,1586250
2021-06-02,"Gujarat",13283712,384041,1812,13283712,4202420,7131694,6150252,1766,2080011,15406121,0,999,17486132,152342,63872399
2021-06-02,"Haryana",5025000,205756,808,5025000,1004937,2724935,2299182,883,859974,5169963,0,864,6029937,69867,28204692
2021-06-02,"Himachal Pradesh",2048963,48174,249,2048963,433831,1024007,1024603,353,0,2482794,0,674,2482794,11579,7451955
2021-06-02,"Jammu and Kashmir",2813904,273951,989,2813904,553678,1646905,1166483,516,47788,3319794,0,121,3367582,29656,13606320
2021-06-02,"Jharkhand",3545235,211775,1070,3545235,721185,1909179,1635524,532,559482,3706938,0,592,4266420,32792,38593948
2021-06-02,"Karnataka",11363561,1315234,4355,11363561,2791149,5772731,5589178,1652,1547710,12607000,0,2534,14154710,229995,67562686
2021-06-02,"Kerala",7585560,209924,841,7585560,2103689,3579264,4005189,1107,718474,8970775,0,2375,9689249,91038,35699443
2021-06-02,"Ladakh",130639,10800,36,130639,37295,69481,61142,16,0,167934,0,4,167934,3775,289023
2021-06-02,"Lakshadweep",28215,11700,9,28215,6952,15675,12538,2,0,35167,0,0,35167,726,65840
2021-06-02,"Madhya Pradesh",9680087,538296,2794,9680087,1801340,5329622,4348903,1562,1181438,10299989,0,562,11481427,285395,85358965
2021-06-02,"Maharashtra",18425383,908083,3407,18425383,4651863,9877266,8545617,2500,2827279,20249967,0,3964,23077246,191544,123144223
2021-06-02,"Manipur",399272,16978,112,399272,70628,222336,176843,93,0,469900,0,76,469900,7460,3091545
2021-06-02,"Meghalaya",395183,22960,184,395183,74400,205284,189859,40,0,469583,0,270,469583,1636,3366710
2021-06-02,"Mizoram",265590,1184,7,265590,51152,137119,128453,18,0,316742,0,718,316742,468,1239244
2021-06-02,"Nagaland",225169,13418,62,225169,51993,131156,93994,19,0,277162,0,35,277162,2163,2249695
2021-06-02,"Odisha",6549112,191842,863,6549112,1486881,3490212,3057833,1067,847259,7188734,0,267,8035993,69433,46356334
2021-06-02,"Puducherry",224650,12594,57,224650,51402,116044,108580,26,74,275978,0,19,276052,3317,1413542
2021-06-02,"Punjab",3932229,418457,1259,3932229,779932,2221976,1709805,448,447873,4264288,0,129,4712161,32842,30141373
2021-06-02,"Rajasthan",14090093,741871,2584,14090093,3150621,7374811,6713115,2167,1329533,15911181,0,482,17240714,99457,81032689
2021-06-02,"Sikkim",179483,2495,16,179483,59691,96766,82690,27,0,239174,0,219,239174,113,690251
2021-06-02,"Tamil Nadu",7286844,591489,1754,7286844,2062327,3998233,3287723,888,1486152,7863019,0,130,9349171,96702,77841267
2021-06-02,"Telangana",4947737,250288,694,4947737,1279186,2567857,2378898,982,1039209,5173837,13877,380,6226923,68743,39362732
2021-06-02,"Tripura",1110714,28570,100,1110714,507776,575959,534597,158,15121,1603369,0,63,1618490,3377,4169794
2021-06-02,"Uttar Pradesh",15512608,1106072,5775,15512608,3533016,8849033,6659926,3649,2175806,16869818,0,1191,19045624,332772,237882725
2021-06-02,"Uttarakhand",2259962,69550,433,2259962,684980,1161149,1098344,469,87973,2856969,0,292,2944942,11787,11250858
2021-06-02,"West Bengal",11283299,790334,1988,11283299,3903113,6317601,4964153,1545,1693274,13493138,0,1184,15186412,207905,99609303
2021-06-01,"India",170640412,9930062,38044,170640412,43674110,91381749,79231870,26793,23905095,190396381,13046,21302,214314522,2246887,1366400000
2021-06-01,"Andaman and Nicobar Islands",109821,1593,11,109821,15186,59205,50607,9,0,125007,0,3,125007,734,417036
2021-06-01,"Andhra Pradesh",7553586,700195,1341,7553586,2529829,3853058,3699410,1118,1780292,8302843,280,328,10083415,197163,53903393
2021-06-01,"Arunachal Pradesh",258237,12350,59,258237,78397,144364,113777,96,0,336634,0,268,336634,2559,1570458
2021-06-01,"Assam",3337376,133030,883,3337376,837444,1811596,1525252,528,833370,3341450,0,181,4174820,32883,35607039
2021-06-01,"Bihar",8563603,576427,2034,8563603,1803086,4693979,3868046,1578,830835,9535854,0,193,10366689,47506,124799926
2021-06-01,"Chandigarh",280378,13795,77,280378,74933,157357,122983,38,0,355311,0,131,355311,5772,1158473
2021-06-01,"Chhattisgarh",5139437,292455,1393,5139437,1113068,2512844,2626022,571,195719,6056786,0,564,6252505,4779,29436231
2021-06-01,"Dadra and Nagar Haveli and Daman and Diu",176010,15070,67,176010,25990,111720,64260,30,0,202000,0,87,202000,5905,NA
2021-06-01,"Delhi",4228359,144952,811,4228359,1241269,2449433,1778109,817,1662436,3807192,0,943,5469628,33373,18710922
2021-06-01,"Goa",438285,23685,63,438285,95219,225304,212945,36,8029,525475,0,564,533504,4430,1586250
2021-06-01,"Gujarat",13131370,390080,1849,13131370,4178194,7046593,6083037,1740,2057837,15251727,0,998,17309564,165707,63872399
2021-06-01,"Haryana",4955133,223661,864,4955133,1001502,2682420,2271857,856,842600,5114035,0,862,5956635,61876,28204692
2021-06-01,"Himachal Pradesh",2037384,53911,308,2037384,433764,1016661,1020372,351,0,2471148,0,673,2471148,14748,7451955
2021-06-01,"Jammu and Kashmir",2784248,278208,1016,2784248,549965,1628572,1155164,512,44683,3289530,0,120,3334213,29387,13606320
2021-06-01,"Jharkhand",3512443,216804,1048,3512443,715070,1891028,1620893,522,543490,3684023,0,555,4227513,28150,38593948
2021-06-01,"Karnataka",11133566,1234927,4173,11133566,2772975,5639451,5492499,1616,1510138,12396403,0,2532,13906541,203879,67562686
2021-06-01,"Kerala",7494522,299704,1284,7494522,2089038,3524752,3968676,1094,699631,8883929,0,2368,9583560,149381,35699443
2021-06-01,"Ladakh",126864,11285,36,126864,37291,67681,59167,16,0,164155,0,4,164155,4658,289023
2021-06-01,"Lakshadweep",27489,18331,13,27489,6950,15314,12173,2,0,34439,0,0,34439,802,65840
2021-06-01,"Madhya Pradesh",9394692,54887,240,9394692,1793571,5156495,4236734,1463,1149627,10038636,0,561,11188263,16642,85358965
2021-06-01,"Maharashtra",18233839,942810,3661,18233839,4616425,9771250,8460113,2476,2785405,20064859,0,3961,22850264,216962,123144223
2021-06-01,"Manipur",391812,12195,65,391812,70520,218370,173364,78,0,462332,0,76,462332,4319,3091545
2021-06-01,"Meghalaya",393547,32821,233,393547,74370,204352,189155,40,0,467917,0,270,467917,2197,3366710
2021-06-01,"Mizoram",265122,2075,11,265122,51144,136861,128243,18,0,316266,0,718,316266,994,1239244
2021-06-01,"Nagaland",223006,20202,116,223006,51953,130041,92947,18,0,274959,0,35,274959,6028,2249695
2021-06-01,"Odisha",6479679,219024,1067,6479679,1483104,3451951,3026678,1050,842623,7120160,0,265,7962783,98972,46356334
2021-06-01,"Puducherry",221333,12624,57,221333,51327,114136,107171,26,74,272586,0,19,272660,3256,1413542
2021-06-01,"Punjab",3899387,404347,1235,3899387,775823,2203403,1695541,443,440944,4234266,0,128,4675210,30586,30141373
2021-06-01,"Rajasthan",13990636,618417,2360,13990636,3133395,7322339,6666148,2149,1306014,15818017,0,479,17124031,90471,81032689
2021-06-01,"Sikkim",179370,1913,11,179370,59673,96724,82619,27,0,239043,0,219,239043,48,690251
2021-06-01,"Tamil Nadu",7190142,647083,1940,7190142,2049862,3940737,3248526,879,1448667,7791337,0,130,9240004,127035,77841267
2021-06-01,"Telangana",4878994,322272,998,4878994,1272366,2528777,2349243,974,1014992,5123602,12766,378,6151360,76264,39362732
2021-06-01,"Tripura",1107337,50870,195,1107337,507716,574126,533054,157,15121,1599932,0,63,1615053,4224,4169794
2021-06-01,"Uttar Pradesh",15179836,1094807,5791,15179836,3505483,8651298,6525022,3516,2131224,16554095,0,1187,18685319,325266,237882725
2021-06-01,"Uttarakhand",2248175,71729,485,2248175,684445,1155068,1092642,465,83441,2849179,0,291,2932620,12994,11250858
2021-06-01,"West Bengal",11075394,781523,2249,11075394,3893763,6194489,4879421,1484,1677903,13291254,0,1148,14969157,236937,99609303
2021-05-31,"India",168393525,10623839,42783,168393525,43384966,90095606,78271582,26337,23442881,188324712,10898,21260,211778491,2570521,1366400000
2021-05-31,"Andaman and Nicobar Islands",109087,1670,13,109087,15181,58809,50269,9,0,124268,0,3,124268,528,417036
2021-05-31,"Andhra Pradesh",7356423,523404,1019,7356423,2512324,3757692,3597643,1088,1747453,8121064,230,328,9868747,67958,53903393
2021-05-31,"Arunachal Pradesh",255678,11630,77,255678,78329,142969,112616,93,0,334007,0,268,334007,883,1570458
2021-05-31,"Assam",3304493,141250,933,3304493,833160,1793541,1510430,522,829235,3308418,0,181,4137653,39061,35607039
2021-05-31,"Bihar",8516097,593794,2052,8516097,1791503,4667304,3847222,1571,817845,9489755,0,191,10307600,48236,124799926
2021-05-31,"Chandigarh",274606,17087,80,274606,74901,154057,120512,37,0,349507,0,129,349507,5997,1158473
2021-05-31,"Chhattisgarh",5134658,337893,1815,5134658,1105870,2510498,2623589,571,191336,6049192,0,564,6240528,4476,29436231
2021-05-31,"Dadra and Nagar Haveli and Daman and Diu",170105,15320,66,170105,25974,107652,62425,28,0,196079,0,87,196079,6249,NA
2021-05-31,"Delhi",4194986,152151,833,4194986,1224355,2429400,1764775,811,1643548,3775793,0,942,5419341,37173,18710922
2021-05-31,"Goa",433855,22613,59,433855,95100,222586,211234,35,7291,521664,0,564,528955,4462,1586250
2021-05-31,"Gujarat",12965663,385100,1857,12965663,4144956,6954068,6009885,1710,2027524,15083095,0,994,17110619,170029,63872399
2021-05-31,"Haryana",4893257,217971,860,4893257,995944,2644942,2247475,840,819176,5070025,0,860,5889201,51393,28204692
2021-05-31,"Himachal Pradesh",2022636,34883,294,2022636,433621,1007279,1015007,350,0,2456257,0,673,2456257,25057,7451955
2021-05-31,"Jammu and Kashmir",2754861,287193,1164,2754861,546141,1610368,1143983,510,41568,3259434,0,118,3301002,32844,13606320
2021-05-31,"Jharkhand",3484293,231286,1105,3484293,710059,1874952,1608823,518,533344,3661008,0,554,4194352,32054,38593948
2021-05-31,"Karnataka",10929687,1243336,4934,10929687,2753703,5519056,5409055,1576,1472981,12210409,0,2532,13683390,220207,67562686
2021-05-31,"Kerala",7345141,272069,1237,7345141,2068582,3434903,3909178,1060,676006,8737717,0,2368,9413723,154236,35699443
2021-05-31,"Ladakh",122206,12800,38,122206,37290,65668,56522,16,0,159496,0,4,159496,5350,289023
2021-05-31,"Lakshadweep",26687,23644,14,26687,6949,14936,11749,2,0,33636,0,0,33636,817,65840
2021-05-31,"Madhya Pradesh",9378050,518453,2584,9378050,1792269,5145393,4231195,1462,1147298,10023021,0,559,11170319,262546,85358965
2021-05-31,"Maharashtra",18016877,976894,4069,18016877,4569743,9651880,8362542,2455,2732312,19854308,0,3952,22586620,229441,123144223
2021-05-31,"Manipur",387493,17630,101,387493,70445,216156,171275,62,0,457938,0,76,457938,6611,3091545
2021-05-31,"Meghalaya",391350,30295,217,391350,74340,203018,188292,40,0,465690,0,270,465690,1450,3366710
2021-05-31,"Mizoram",264128,2560,10,264128,51117,136218,127892,18,0,315245,0,718,315245,1762,1239244
2021-05-31,"Nagaland",216978,17756,101,216978,51944,126950,90010,18,0,268922,0,35,268922,6337,2249695
2021-05-31,"Odisha",6380707,247686,1190,6380707,1477091,3398688,2980982,1037,827516,7030282,0,263,7857798,123385,46356334
2021-05-31,"Puducherry",218077,12871,59,218077,51251,112327,105724,26,74,269254,0,19,269328,3484,1413542
2021-05-31,"Punjab",3868801,362885,1271,3868801,770461,2186630,1681730,441,430555,4208707,0,127,4639262,31320,30141373
2021-05-31,"Rajasthan",13900165,676781,2614,13900165,3116166,7273533,6624498,2134,1272840,15743491,0,478,17016331,132801,81032689
2021-05-31,"Sikkim",179322,2260,14,179322,59661,96695,82600,27,0,238983,0,219,238983,84,690251
2021-05-31,"Tamil Nadu",7063107,883636,2504,7063107,2032747,3865164,3197073,870,1398688,7697166,0,129,9095854,188023,77841267
2021-05-31,"Telangana",4802730,323819,1029,4802730,1262079,2484686,2317078,966,987525,5066616,10668,377,6064809,65370,39362732
2021-05-31,"Tripura",1103113,63010,208,1103113,507671,571702,531256,155,15121,1595663,0,63,1610784,8614,4169794
2021-05-31,"Uttar Pradesh",14854570,1036451,5300,14854570,3480439,8457244,6393940,3386,2094524,16240485,0,1181,18335009,293988,237882725
2021-05-31,"Uttarakhand",2235181,86343,551,2235181,683922,1148414,1086307,460,78122,2840981,0,290,2919103,16853,11250858
2021-05-31,"West Bengal",10838457,839415,2511,10838457,3879678,6050228,4786796,1433,1650999,13067136,0,1144,14718135,291442,99609303
2021-05-30,"India",165823004,5941306,22980,165823004,43084719,88619604,77177776,25624,22948962,185950671,8090,21166,208907723,1018909,1366400000
2021-05-30,"Andaman and Nicobar Islands",108559,367,5,108559,15166,58529,50021,9,0,123725,0,3,123725,242,417036
2021-05-30,"Andhra Pradesh",7288465,101911,343,7288465,2484459,3723835,3563555,1075,1709033,8063722,169,328,9772924,13730,53903393
2021-05-30,"Arunachal Pradesh",254795,5780,34,254795,78272,142504,112198,93,0,333067,0,268,333067,348,1570458
2021-05-30,"Assam",3265432,69905,440,3265432,828761,1772329,1492586,517,824324,3269869,0,181,4094193,18732,35607039
2021-05-30,"Bihar",8467861,479815,1751,8467861,1779554,4639735,3826562,1564,804259,9443156,0,191,10247415,36447,124799926
2021-05-30,"Chandigarh",268609,5830,27,268609,74857,150746,117826,37,0,343466,0,127,343466,3862,1158473
2021-05-30,"Chhattisgarh",5130182,328466,1719,5130182,1103284,2508331,2621280,571,189047,6044419,0,563,6233466,3014,29436231
2021-05-30,"Dadra and Nagar Haveli and Daman and Diu",163856,10895,63,163856,25959,103366,60464,26,0,189815,0,86,189815,3169,NA
2021-05-30,"Delhi",4157813,34991,154,4157813,1204291,2408287,1748725,801,1623097,3739007,0,942,5362104,9218,18710922
2021-05-30,"Goa",429393,17862,48,429393,94979,220042,209317,34,6629,517743,0,564,524372,2874,1586250
2021-05-30,"Gujarat",12795634,362403,1732,12795634,4114611,6859868,5934085,1681,1998001,14912244,0,991,16910245,161521,63872399
2021-05-30,"Haryana",4841864,118901,458,4841864,990464,2614188,2226850,826,793947,5038381,0,860,5832328,25413,28204692
2021-05-30,"Himachal Pradesh",1997579,5140,38,1997579,433612,993431,1003814,334,0,2431191,0,669,2431191,1325,7451955
2021-05-30,"Jammu and Kashmir",2722017,265158,1037,2722017,543425,1589948,1131566,503,39319,3226123,0,117,3265442,22161,13606320
2021-05-30,"Jharkhand",3452239,181414,895,3452239,704537,1856821,1594907,511,523909,3632867,0,552,4156776,27874,38593948
2021-05-30,"Karnataka",10709480,898354,3850,10709480,2730328,5389899,5318046,1535,1432867,12006941,0,2531,13439808,83881,67562686
2021-05-30,"Kerala",7190905,42017,147,7190905,2050551,3345454,3844431,1020,655352,8586104,0,2363,9241456,20298,35699443
2021-05-30,"Ladakh",116856,221,2,116856,37279,63264,53576,16,0,154135,0,4,154135,20,289023
2021-05-30,"Lakshadweep",25870,24260,13,25870,6948,14521,11347,2,0,32818,0,0,32818,678,65840
2021-05-30,"Madhya Pradesh",9115504,51252,240,9115504,1784443,4988691,4125433,1380,1128808,9771139,0,555,10899947,17068,85358965
2021-05-30,"Maharashtra",17787436,563853,1989,17787436,4532220,9527858,8257161,2417,2691236,19628420,0,3931,22319656,77863,123144223
2021-05-30,"Manipur",380882,954,8,380882,70337,212773,168052,57,0,451219,0,76,451219,193,3091545
2021-05-30,"Meghalaya",389900,1200,12,389900,74324,202163,187697,40,0,464224,0,270,464224,572,3366710
2021-05-30,"Mizoram",262366,0,0,262366,51087,135291,127058,17,0,313453,0,718,313453,70,1239244
2021-05-30,"Nagaland",210641,1970,10,210641,51930,123492,87132,17,0,262571,0,35,262571,83,2249695
2021-05-30,"Odisha",6257322,28655,65,6257322,1470648,3330950,2925372,1000,812156,6915814,0,262,7727970,19034,46356334
2021-05-30,"Puducherry",214593,12064,57,214593,51175,110470,104097,26,74,265694,0,19,265768,2146,1413542
2021-05-30,"Punjab",3837481,281477,1040,3837481,765110,2169514,1667528,439,422617,4179974,0,126,4602591,30461,30141373
2021-05-30,"Rajasthan",13767364,390967,1536,13767364,3098294,7201378,6563874,2112,1218555,15647103,0,476,16865658,98675,81032689
2021-05-30,"Sikkim",179238,0,0,179238,59653,96647,82564,27,0,238891,0,219,238891,0,690251
2021-05-30,"Tamil Nadu",6875084,609522,2001,6875084,2018914,3752036,3122221,827,1347360,7546638,0,129,8893998,93345,77841267
2021-05-30,"Telangana",4737360,372856,918,4737360,1248100,2446245,2290157,958,959463,5018076,7921,377,5985460,64587,39362732
2021-05-30,"Tripura",1094499,90270,126,1094499,507578,567255,527090,154,15099,1586978,0,63,1602077,13863,4169794
2021-05-30,"Uttar Pradesh",14560582,125603,656,14560582,3450329,8288250,6269049,3283,2055533,15955378,0,1181,18010911,16079,237882725
2021-05-30,"Uttarakhand",2218328,75816,396,2218328,683286,1139831,1078040,457,72443,2829171,0,289,2901614,10054,11250858
2021-05-30,"West Bengal",10547015,381157,1170,10547015,3865954,5871662,4674095,1258,1625834,12787135,0,1100,14412969,140009,99609303
2021-05-29,"India",164804095,11069278,43049,164804095,42992369,88027641,76750999,25455,22748715,185041368,6381,21143,207796464,2852382,1366400000
2021-05-29,"Andaman and Nicobar Islands",108317,3491,24,108317,15166,58415,49893,9,0,123483,0,3,123483,1013,417036
2021-05-29,"Andhra Pradesh",7274735,1061578,1672,7274735,2481535,3717102,3556563,1070,1703809,8052292,169,328,9756270,198085,53903393
2021-05-29,"Arunachal Pradesh",254447,11342,74,254447,78270,142307,112047,93,0,332717,0,268,332717,1148,1570458
