"Updated.On","State","Total.Individuals.Vaccinated","Total.Sessions.Conducted","Total.Sites","First.Dose.Administered","Second.Dose.Administered","Male.Individuals.Vaccinated.","Female.Individuals.Vaccinated.","Transgender.Individuals.Vaccinated.","Total.Covaxin.Administered","Total.CoviShield.Administered","Total.Sputnik.V.Administered","AEFI","Total.Doses.Administered","Total.Individuals.Vaccinated_Dailycalc","Population"
2021-04-02,"Maharashtra",6182629,584960,4021,6182629,777775,3330683,2851204,742,831611,6128793,NA,2744,6960404,348886,123144223
2021-04-02,"Manipur",82302,4850,44,82302,32026,55435,26865,2,0,114328,NA,62,114328,159,3091545
2021-04-02,"Meghalaya",84328,2800,24,84328,32666,46171,38149,8,0,116994,NA,222,116994,670,3366710
2021-04-02,"Mizoram",56479,2700,15,56479,14592,33539,22938,2,0,71071,NA,425,71071,179,1239244
2021-04-02,"Nagaland",59916,1200,10,59916,22419,41802,18110,4,0,82335,NA,33,82335,328,2249695
2021-04-02,"Odisha",2216025,236360,1355,2216025,384788,1166206,1049569,250,166547,2434266,NA,63,2600813,205522,46356334
2021-04-02,"Puducherry",70861,7450,33,70861,7485,36927,33926,8,74,78272,NA,12,78346,1079,1413542
2021-04-02,"Punjab",961706,311957,2131,961706,115125,579781,381842,83,72956,1003875,NA,92,1076831,68826,30141373
2021-04-02,"Rajasthan",5313549,845915,3641,5313549,766501,2760765,2552130,654,352408,5727642,NA,291,6080050,299669,81032689
2021-04-02,"Sikkim",65631,1200,4,65631,12662,35798,29826,7,0,78293,NA,195,78293,953,690251
2021-04-02,"Tamil Nadu",2774534,597370,4523,2774534,272370,1393809,1380453,272,410098,2636806,NA,85,3046904,71354,77841267
2021-04-02,"Telangana",1140121,155901,1119,1140121,244744,604985,534994,142,199274,1185591,NA,334,1384865,62291,39362732
2021-04-02,"Tripura",625172,51500,223,625172,77694,326971,298128,73,0,702866,NA,55,702866,12032,4169794
2021-04-02,"Uttar Pradesh",5281547,796583,5079,5281547,1054168,3038247,2242682,618,676291,5659424,NA,1047,6335715,351982,237882725
2021-04-02,"Uttarakhand",684342,104950,478,684342,135445,364780,319487,75,407,819380,NA,250,819787,48859,11250858
2021-04-02,"West Bengal",5103078,476940,2498,5103078,693906,2825920,2276577,581,530967,5266017,NA,701,5796984,170369,99609303
2021-04-01,"India",57443466,8582019,56390,57443466,8918256,30321468,27115615,6383,6164245,60197476,NA,16355,66361722,2254663,1366400000
2021-04-01,"Andaman and Nicobar Islands",17435,1700,17,17435,5173,10347,7088,0,0,22608,NA,1,22608,637,417036
2021-04-01,"Andhra Pradesh",2421043,422202,2550,2421043,404678,1253157,1167646,240,481315,2344406,NA,286,2825721,93025,53903393
2021-04-01,"Arunachal Pradesh",73266,17200,115,73266,21456,43520,29682,64,0,94722,NA,253,94722,4475,1570458
2021-04-01,"Assam",970643,233815,1482,970643,157292,553813,416712,118,148645,979290,NA,133,1127935,24205,35607039
2021-04-01,"Bihar",2433633,377050,2284,2433633,418180,1209360,1224039,234,109343,2742470,NA,159,2851813,106715,124799926
2021-04-01,"Chandigarh",68591,7450,52,68591,12464,41784,26806,1,0,81055,NA,62,81055,2843,1158473
2021-04-01,"Chhattisgarh",1791743,358130,2613,1791743,321536,872432,919162,149,12922,2100357,NA,467,2113279,129722,29436231
2021-04-01,"Dadra and Nagar Haveli and Daman and Diu",30937,4450,39,30937,6200,16908,14029,0,0,37137,NA,84,37137,3866,NA
2021-04-01,"Delhi",1087850,93500,745,1087850,267295,667341,420294,215,325561,1029584,NA,675,1355145,53523,18710922
2021-04-01,"Goa",105426,9700,64,105426,20175,54497,50925,4,0,125601,NA,515,125601,2831,1586250
2021-04-01,"Gujarat",5220204,978670,6771,5220204,717480,2705708,2514001,495,674797,5262887,NA,877,5937684,259160,63872399
2021-04-01,"Haryana",1441284,199820,1451,1441284,153298,743873,697271,140,227583,1366999,NA,757,1594582,74303,28204692
2021-04-01,"Himachal Pradesh",484952,77820,700,484952,89225,244680,240210,62,2,574175,NA,549,574177,36875,7451955
2021-04-01,"Jammu and Kashmir",669358,135450,1069,669358,150763,454336,214891,131,0,820121,NA,80,820121,27010,13606320
2021-04-01,"Jharkhand",1437104,109400,972,1437104,249290,723006,713986,112,185253,1501141,NA,303,1686394,21964,38593948
2021-04-01,"Karnataka",3599566,452680,3875,3599566,467149,1698361,1900816,389,425440,3641275,NA,2381,4066715,110039,67562686
2021-04-01,"Kerala",3242747,170390,1173,3242747,411067,1481276,1761139,332,141781,3512033,NA,2089,3653814,75732,35699443
2021-04-01,"Ladakh",43815,6500,38,43815,6547,24557,19255,3,0,50362,NA,1,50362,3443,289023
2021-04-01,"Lakshadweep",5156,1300,12,5156,1797,3545,1610,1,0,6953,NA,0,6953,122,65840
2021-04-01,"Madhya Pradesh",3115146,582967,3857,3115146,517325,1672487,1442310,349,318623,3313848,NA,323,3632471,224298,85358965
2021-04-01,"Maharashtra",5833743,555664,4044,5833743,762336,3143391,2689657,695,797453,5798626,NA,2516,6596079,215188,123144223
2021-04-01,"Manipur",82143,5900,52,82143,31736,55302,26839,2,0,113879,NA,62,113879,607,3091545
2021-04-01,"Meghalaya",83658,23280,210,83658,32503,45907,37743,8,0,116161,NA,222,116161,2868,3366710
2021-04-01,"Mizoram",56300,4100,22,56300,14521,33456,22842,2,0,70821,NA,425,70821,775,1239244
2021-04-01,"Nagaland",59588,7500,68,59588,22347,41616,17968,4,0,81935,NA,33,81935,1567,2249695
2021-04-01,"Odisha",2010503,228471,1314,2010503,372636,1060908,949373,222,157272,2225867,NA,60,2383139,79277,46356334
2021-04-01,"Puducherry",69782,7400,36,69782,7309,36355,33419,8,74,77017,NA,12,77091,2161,1413542
2021-04-01,"Punjab",892880,290775,2343,892880,111541,538731,354074,75,70684,933737,NA,92,1004421,56570,30141373
2021-04-01,"Rajasthan",5013880,798525,3397,5013880,726420,2609025,2404234,621,348954,5391346,NA,287,5740300,147056,81032689
2021-04-01,"Sikkim",64678,6890,36,64678,12636,35319,29352,7,0,77314,NA,194,77314,2981,690251
2021-04-01,"Tamil Nadu",2703180,596320,4468,2703180,262132,1357225,1345688,267,398362,2566950,NA,85,2965312,52769,77841267
2021-04-01,"Telangana",1077830,157600,1120,1077830,240094,571707,505993,130,195556,1122368,NA,333,1317924,47166,39362732
2021-04-01,"Tripura",613140,88350,469,613140,76819,321256,291811,73,0,689959,NA,54,689959,15184,4169794
2021-04-01,"Uttar Pradesh",4929565,924620,5648,4929565,1033825,2847676,2081317,572,616118,5347272,NA,1042,5963390,202745,237882725
2021-04-01,"Uttarakhand",635483,116670,565,635483,131493,340800,294615,68,407,766569,NA,249,766976,35019,11250858
2021-04-01,"West Bengal",4932709,527960,2701,4932709,681742,2742833,2189310,566,515820,5098631,NA,686,5614451,134285,99609303
2021-03-31,"India",55188803,7622285,48959,55188803,8746787,29151242,26031409,6152,5979191,57956398,NA,16261,63935590,1759447,1366400000
2021-03-31,"Andaman and Nicobar Islands",16798,1300,12,16798,5140,9989,6809,0,0,21938,NA,1,21938,97,417036
2021-03-31,"Andhra Pradesh",2328018,378570,2437,2328018,397151,1206900,1120885,233,448242,2276927,NA,285,2725169,93687,53903393
2021-03-31,"Arunachal Pradesh",68791,6330,38,68791,20003,41146,27581,64,0,88794,NA,253,88794,142,1570458
2021-03-31,"Assam",946438,207075,1222,946438,151917,542369,403954,115,144878,953477,NA,133,1098355,13630,35607039
2021-03-31,"Bihar",2326918,354550,2093,2326918,412692,1155192,1171501,225,103764,2635846,NA,158,2739610,101027,124799926
2021-03-31,"Chandigarh",65748,7200,49,65748,11963,40264,25483,1,0,77711,NA,62,77711,1174,1158473
2021-03-31,"Chhattisgarh",1662021,301970,2152,1662021,315897,809575,852304,142,10585,1967333,NA,466,1977918,107218,29436231
2021-03-31,"Dadra and Nagar Haveli and Daman and Diu",27071,6250,57,27071,5919,14326,12745,0,0,32990,NA,83,32990,2600,NA
2021-03-31,"Delhi",1034327,61050,445,1034327,259730,639330,394788,209,304874,989183,NA,663,1294057,20885,18710922
2021-03-31,"Goa",102595,12100,69,102595,19386,52951,49640,4,0,121981,NA,515,121981,2278,1586250
2021-03-31,"Gujarat",4961044,865660,5890,4961044,694524,2564803,2395772,469,673898,4981670,NA,874,5655568,191964,63872399
2021-03-31,"Haryana",1366981,176330,1218,1366981,149874,707269,659578,134,224287,1292568,NA,757,1516855,88480,28204692
2021-03-31,"Himachal Pradesh",448077,38550,319,448077,88388,227646,220378,53,2,536463,NA,547,536465,8393,7451955
2021-03-31,"Jammu and Kashmir",642348,70800,469,642348,146854,439033,203185,130,0,789202,NA,80,789202,1049,13606320
2021-03-31,"Jharkhand",1415140,110550,998,1415140,245816,711492,703536,112,183387,1477569,NA,299,1660956,20216,38593948
2021-03-31,"Karnataka",3489527,541080,4529,3489527,462688,1647009,1842139,379,412737,3539478,NA,2379,3952215,142960,67562686
2021-03-31,"Kerala",3167015,159940,1071,3167015,407842,1448053,1718636,326,141297,3433560,NA,2082,3574857,60333,35699443
2021-03-31,"Ladakh",40372,1900,11,40372,6500,22926,17443,3,0,46872,NA,1,46872,157,289023
2021-03-31,"Lakshadweep",5034,1000,10,5034,1790,3479,1554,1,0,6824,NA,0,6824,230,65840
2021-03-31,"Madhya Pradesh",2890848,553283,3307,2890848,508873,1551819,1338710,319,309233,3090488,NA,320,3399721,146965,85358965
2021-03-31,"Maharashtra",5618555,588630,4238,5618555,751706,3028628,2589252,675,771814,5598447,NA,2487,6370261,196679,123144223
2021-03-31,"Manipur",81536,6700,46,81536,30852,54746,26788,2,0,112388,NA,62,112388,302,3091545
2021-03-31,"Meghalaya",80790,16850,153,80790,31785,44606,36176,8,0,112575,NA,222,112575,1012,3366710
2021-03-31,"Mizoram",55525,6950,37,55525,13942,33044,22479,2,0,69467,NA,425,69467,153,1239244
2021-03-31,"Nagaland",58021,7950,67,58021,21906,40707,17310,4,0,79927,NA,33,79927,1520,2249695
2021-03-31,"Odisha",1931226,199194,1151,1931226,366414,1018679,912332,215,152752,2144888,NA,59,2297640,71738,46356334
2021-03-31,"Puducherry",67621,9900,36,67621,7132,35209,32405,7,74,74679,NA,12,74753,3395,1413542
2021-03-31,"Punjab",836310,217750,1739,836310,108224,506033,330212,65,68748,875786,NA,92,944534,47676,30141373
2021-03-31,"Rajasthan",4866824,755551,3414,4866824,703424,2531489,2334732,603,347210,5223038,NA,281,5570248,110364,81032689
2021-03-31,"Sikkim",61697,4600,21,61697,12494,33864,27827,6,0,74191,NA,192,74191,380,690251
2021-03-31,"Tamil Nadu",2650411,657690,4946,2650411,255024,1329998,1320150,263,390439,2514996,NA,85,2905435,67127,77841267
2021-03-31,"Telangana",1030664,138097,851,1030664,236573,546656,483891,117,191982,1075255,NA,331,1267237,33063,39362732
2021-03-31,"Tripura",597956,58450,282,597956,75656,313908,283978,70,0,673612,NA,53,673612,11976,4169794
2021-03-31,"Uttar Pradesh",4726820,498385,2572,4726820,1021066,2734855,1991413,552,583666,5164220,NA,1039,5747886,67251,237882725
2021-03-31,"Uttarakhand",600464,79690,410,600464,128784,323648,276749,67,355,728893,NA,249,729248,16790,11250858
2021-03-31,"West Bengal",4798424,521560,2608,4798424,669015,2676605,2121264,555,502999,4964440,NA,672,5467439,127092,99609303
2021-03-30,"India",53429356,6935955,45244,53429356,8560886,28257441,25165987,5928,5820234,56170007,NA,16112,61990242,1655067,1366400000
2021-03-30,"Andaman and Nicobar Islands",16701,1600,16,16701,5139,9939,6762,0,0,21840,NA,1,21840,409,417036
2021-03-30,"Andhra Pradesh",2234331,370220,2333,2234331,387438,1159964,1074147,220,419605,2202164,NA,280,2621769,84806,53903393
2021-03-30,"Arunachal Pradesh",68649,6150,48,68649,19996,41103,27482,64,0,88645,NA,253,88645,1185,1570458
2021-03-30,"Assam",932808,243250,1541,932808,148132,535587,397106,115,141286,939654,NA,131,1080940,28132,35607039
2021-03-30,"Bihar",2225891,287050,1719,2225891,407059,1103249,1122425,217,99511,2533439,NA,156,2632950,44244,124799926
2021-03-30,"Chandigarh",64574,8300,51,64574,11435,39599,24974,1,0,76009,NA,61,76009,1280,1158473
2021-03-30,"Chhattisgarh",1554803,246885,1781,1554803,308829,759383,795288,132,9005,1854627,NA,464,1863632,51383,29436231
2021-03-30,"Dadra and Nagar Haveli and Daman and Diu",24471,5100,49,24471,5727,12683,11788,0,0,30198,NA,83,30198,677,NA
2021-03-30,"Delhi",1013442,89375,727,1013442,251797,627800,385438,204,295739,969500,NA,661,1265239,34870,18710922
2021-03-30,"Goa",100317,9450,54,100317,18371,51791,48523,3,0,118688,NA,513,118688,2974,1586250
2021-03-30,"Gujarat",4769080,827534,5764,4769080,669863,2461576,2307069,435,672678,4766265,NA,873,5438943,192277,63872399
2021-03-30,"Haryana",1278501,213650,1534,1278501,147229,666279,612102,120,220955,1204775,NA,755,1425730,115569,28204692
2021-03-30,"Himachal Pradesh",439684,72261,573,439684,87646,223247,216384,53,2,527328,NA,547,527330,27284,7451955
2021-03-30,"Jammu and Kashmir",641299,131333,1065,641299,146632,438451,202718,130,0,787931,NA,80,787931,22924,13606320
2021-03-30,"Jharkhand",1394924,84999,745,1394924,241635,701132,693681,111,180616,1455943,NA,299,1636559,8761,38593948
2021-03-30,"Karnataka",3346567,452550,3730,3346567,454366,1581954,1764252,361,395682,3405251,NA,2373,3800933,112436,67562686
2021-03-30,"Kerala",3106682,240701,1588,3106682,403525,1421478,1684885,319,139738,3370469,NA,2072,3510207,150455,35699443
2021-03-30,"Ladakh",40215,2220,11,40215,6430,22811,17401,3,0,46645,NA,1,46645,22,289023
2021-03-30,"Lakshadweep",4804,1000,10,4804,1748,3347,1456,1,0,6552,NA,0,6552,151,65840
2021-03-30,"Madhya Pradesh",2743883,127203,467,2743883,497485,1474945,1268639,299,298175,2943193,NA,318,3241368,2888,85358965
2021-03-30,"Maharashtra",5421876,531190,3729,5421876,734458,2923002,2498222,652,747431,5408903,NA,2428,6156334,186270,123144223
2021-03-30,"Manipur",81234,6900,51,81234,30265,54505,26727,2,0,111499,NA,62,111499,400,3091545
2021-03-30,"Meghalaya",79778,18000,164,79778,31209,44155,35615,8,0,110987,NA,222,110987,1500,3366710
2021-03-30,"Mizoram",55372,8375,43,55372,13707,32930,22440,2,0,69079,NA,425,69079,245,1239244
2021-03-30,"Nagaland",56501,10770,86,56501,21311,39863,16634,4,0,77812,NA,33,77812,2464,2249695
2021-03-30,"Odisha",1859488,200060,1152,1859488,356613,981145,878132,211,148318,2067783,NA,56,2216101,70726,46356334
2021-03-30,"Puducherry",64226,12500,37,64226,6900,33373,30847,6,74,71052,NA,12,71126,3838,1413542
2021-03-30,"Punjab",788634,197150,1496,788634,104335,478084,310488,62,67138,825831,NA,91,892969,47457,30141373
2021-03-30,"Rajasthan",4756460,738471,3322,4756460,678124,2477850,2278029,581,345708,5088876,NA,280,5434584,76450,81032689
2021-03-30,"Sikkim",61317,3420,21,61317,12435,33654,27657,6,0,73752,NA,192,73752,781,690251
2021-03-30,"Tamil Nadu",2583284,648260,4922,2583284,246267,1295951,1287074,259,378779,2450772,NA,84,2829551,73716,77841267
2021-03-30,"Telangana",997601,146920,948,997601,233405,529413,468076,112,188577,1042429,NA,331,1231006,42182,39362732
2021-03-30,"Tripura",585980,90050,500,585980,74754,308205,277709,66,0,660734,NA,53,660734,25419,4169794
2021-03-30,"Uttar Pradesh",4659569,177617,1087,4659569,1018413,2696915,1962110,544,572872,5105110,NA,1038,5677982,28505,237882725
2021-03-30,"Uttarakhand",583674,74710,422,583674,125955,315062,268546,66,355,709274,NA,249,709629,15373,11250858
2021-03-30,"West Bengal",4671332,650031,3453,4671332,652386,2613576,2057218,538,486308,4837410,NA,626,5323718,195876,99609303
2021-03-29,"India",51774289,3614098,24773,51774289,8408775,27427546,24341025,5718,5673246,54509817,NA,16014,60183064,594702,1366400000
2021-03-29,"Andaman and Nicobar Islands",16292,1600,15,16292,5065,9709,6583,0,0,21357,NA,1,21357,-1,417036
2021-03-29,"Andhra Pradesh",2149525,269220,1745,2149525,377596,1115491,1033824,210,397004,2130117,NA,273,2527121,62960,53903393
2021-03-29,"Arunachal Pradesh",67464,5800,40,67464,19250,40500,26900,64,0,86714,NA,253,86714,423,1570458
2021-03-29,"Assam",904676,104610,599,904676,143185,521782,382789,105,135630,912231,NA,126,1047861,2716,35607039
2021-03-29,"Bihar",2181647,57950,276,2181647,405546,1080620,1100812,215,98253,2488940,NA,154,2587193,2615,124799926
2021-03-29,"Chandigarh",63294,2400,11,63294,10990,38893,24400,1,0,74284,NA,61,74284,25,1158473
2021-03-29,"Chhattisgarh",1503420,53610,392,1503420,305033,735406,767893,121,8415,1800038,NA,462,1808453,537,29436231
2021-03-29,"Dadra and Nagar Haveli and Daman and Diu",23794,5800,54,23794,5555,12315,11479,0,0,29349,NA,83,29349,646,NA
2021-03-29,"Delhi",978572,12400,112,978572,244147,608913,369464,195,281150,941569,NA,660,1222719,3,18710922
2021-03-29,"Goa",97343,4200,39,97343,17232,50330,47010,3,0,114575,NA,508,114575,732,1586250
2021-03-29,"Gujarat",4576803,395284,2565,4576803,648424,2362943,2213448,412,671316,4553911,NA,869,5225227,17462,63872399
2021-03-29,"Haryana",1162932,33270,238,1162932,143598,612702,550130,100,217795,1088735,NA,751,1306530,553,28204692
2021-03-29,"Himachal Pradesh",412400,14950,124,412400,86516,209674,202677,49,2,498914,NA,543,498916,809,7451955
2021-03-29,"Jammu and Kashmir",618375,146430,1085,618375,142294,425394,192853,128,0,760669,NA,80,760669,21723,13606320
2021-03-29,"Jharkhand",1386163,54551,452,1386163,239499,696602,689450,111,178278,1447384,NA,299,1625662,1551,38593948
2021-03-29,"Karnataka",3234131,522590,4326,3234131,448194,1531084,1702703,344,378391,3303934,NA,2368,3682325,133754,67562686
2021-03-29,"Kerala",2956227,222970,1563,2956227,396814,1355104,1600818,305,136924,3216117,NA,2061,3353041,148876,35699443
2021-03-29,"Ladakh",40193,1100,5,40193,6395,22811,17379,3,0,46588,NA,1,46588,-1,289023
2021-03-29,"Lakshadweep",4653,900,9,4653,1680,3231,1421,1,0,6333,NA,0,6333,0,65840
2021-03-29,"Madhya Pradesh",2740995,6450,32,2740995,497305,1473461,1267236,298,298095,2940205,NA,316,3238300,11,85358965
2021-03-29,"Maharashtra",5235606,271970,1875,5235606,721196,2825369,2409604,633,719696,5237106,NA,2419,5956802,51895,123144223
2021-03-29,"Manipur",80834,5410,34,80834,29876,54157,26675,2,0,110710,NA,62,110710,-2,3091545
2021-03-29,"Meghalaya",78278,19250,164,78278,30323,43482,34788,8,0,108601,NA,221,108601,1105,3366710
2021-03-29,"Mizoram",55127,5440,32,55127,13436,32770,22355,2,0,68563,NA,425,68563,10,1239244
2021-03-29,"Nagaland",54037,2450,19,54037,20191,38411,15622,4,0,74228,NA,33,74228,106,2249695
2021-03-29,"Odisha",1788762,44710,238,1788762,348413,943964,844591,207,144071,1993104,NA,56,2137175,647,46356334
2021-03-29,"Puducherry",60388,8050,39,60388,6764,31537,28846,5,74,67078,NA,12,67152,1900,1413542
2021-03-29,"Punjab",741177,130650,1021,741177,101199,450817,290303,57,65127,777249,NA,91,842376,19620,30141373
2021-03-29,"Rajasthan",4680010,199720,833,4680010,661585,2440662,2238778,570,344910,4996685,NA,277,5341595,-9,81032689
2021-03-29,"Sikkim",60536,950,6,60536,12279,33237,27293,6,0,72815,NA,192,72815,0,690251
2021-03-29,"Tamil Nadu",2509568,669210,4938,2509568,238476,1258748,1250570,250,366211,2381833,NA,84,2748044,88132,77841267
2021-03-29,"Telangana",955419,64970,375,955419,230582,507289,448022,108,184164,1001837,NA,326,1186001,12551,39362732
2021-03-29,"Tripura",560561,52001,244,560561,73405,295934,264566,61,0,633966,NA,50,633966,1524,4169794
2021-03-29,"Uttar Pradesh",4631064,19465,152,4631064,1017594,2680908,1949617,539,568460,5080198,NA,1037,5648658,61,237882725
2021-03-29,"Uttarakhand",568301,17762,81,568301,123852,307148,261089,64,355,691798,NA,249,692153,0,11250858
2021-03-29,"West Bengal",4475456,188205,1061,4475456,635490,2513314,1961626,516,467291,4643655,NA,602,5110946,21771,99609303
2021-03-28,"India",51179587,2724106,18876,51179587,8377533,27137004,24036939,5644,5600420,53956699,NA,15968,59557120,314271,1366400000
2021-03-28,"Andaman and Nicobar Islands",16293,1950,14,16293,5065,9710,6583,0,0,21358,NA,1,21358,1,417036
2021-03-28,"Andhra Pradesh",2086565,70050,490,2086565,374450,1083308,1003053,204,378976,2082039,NA,270,2461015,8319,53903393
2021-03-28,"Arunachal Pradesh",67041,6610,39,67041,19233,40246,26731,64,0,86274,NA,253,86274,61,1570458
2021-03-28,"Assam",901960,26480,182,901960,142770,520433,381422,105,135434,909296,NA,125,1044730,1013,35607039
2021-03-28,"Bihar",2179032,140400,950,2179032,405521,1079393,1099424,215,98243,2486310,NA,154,2584553,28607,124799926
2021-03-28,"Chandigarh",63269,1700,9,63269,10988,38883,24385,1,0,74257,NA,61,74257,101,1158473
2021-03-28,"Chhattisgarh",1502883,127925,966,1502883,304877,735162,767601,120,8415,1799345,NA,462,1807760,34110,29436231
2021-03-28,"Dadra and Nagar Haveli and Daman and Diu",23148,3600,33,23148,5309,12038,11110,0,0,28457,NA,83,28457,10,NA
2021-03-28,"Delhi",978569,9400,91,978569,244144,608920,369454,195,281159,941554,NA,660,1222713,576,18710922
2021-03-28,"Goa",96611,600,5,96611,17115,49948,46660,3,0,113726,NA,508,113726,0,1586250
2021-03-28,"Gujarat",4559341,572833,4007,4559341,647778,2352888,2206042,411,671258,4535861,NA,868,5207119,90069,63872399
2021-03-28,"Haryana",1162379,27950,206,1162379,143587,612439,549840,100,217423,1088543,NA,751,1305966,3409,28204692
2021-03-28,"Himachal Pradesh",411591,10450,88,411591,86494,209300,202242,49,2,498083,NA,543,498085,1094,7451955
2021-03-28,"Jammu and Kashmir",596652,46650,317,596652,138564,412693,183834,125,0,735216,NA,80,735216,966,13606320
2021-03-28,"Jharkhand",1384612,74400,648,1384612,239398,695904,688597,111,178154,1445856,NA,297,1624010,13957,38593948
2021-03-28,"Karnataka",3100377,219350,1768,3100377,442243,1470931,1629114,332,356600,3186020,NA,2365,3542620,19608,67562686
2021-03-28,"Kerala",2807351,44970,342,2807351,392308,1288539,1518538,274,135210,3064449,NA,2053,3199659,11421,35699443
2021-03-28,"Ladakh",40194,700,5,40194,6395,22812,17379,3,0,46589,NA,1,46589,-1,289023
2021-03-28,"Lakshadweep",4653,200,2,4653,1680,3231,1421,1,0,6333,NA,0,6333,52,65840
2021-03-28,"Madhya Pradesh",2740984,75914,354,2740984,497303,1473456,1267230,298,298095,2940192,NA,314,3238287,3030,85358965
2021-03-28,"Maharashtra",5183711,179230,1295,5183711,718554,2797355,2385726,630,712396,5189869,NA,2412,5902265,19965,123144223
2021-03-28,"Manipur",80836,2000,9,80836,29873,54159,26675,2,0,110709,NA,62,110709,24,3091545
2021-03-28,"Meghalaya",77173,7800,72,77173,30072,43029,34136,8,0,107245,NA,221,107245,10,3366710
2021-03-28,"Mizoram",55117,4380,26,55117,13361,32762,22353,2,0,68478,NA,425,68478,0,1239244
2021-03-28,"Nagaland",53931,800,8,53931,20189,38370,15557,4,0,74120,NA,33,74120,28,2249695
2021-03-28,"Odisha",1788115,26660,155,1788115,348392,943670,844238,207,144072,1992435,NA,56,2136507,10883,46356334
2021-03-28,"Puducherry",58488,2300,13,58488,6673,30555,27928,5,74,65087,NA,12,65161,184,1413542
2021-03-28,"Punjab",721557,115675,901,721557,100355,439718,281782,57,64477,757435,NA,91,821912,19166,30141373
2021-03-28,"Rajasthan",4680019,182394,806,4680019,661585,2440674,2238775,570,344911,4996693,NA,277,5341604,8278,81032689
2021-03-28,"Sikkim",60536,1050,5,60536,12279,33237,27293,6,0,72815,NA,191,72815,1,690251
2021-03-28,"Tamil Nadu",2421436,543590,3811,2421436,231743,1214411,1206786,239,350269,2302910,NA,84,2653179,20169,77841267
2021-03-28,"Telangana",942868,23800,143,942868,230297,500837,441923,108,181541,991624,NA,326,1173165,2072,39362732
2021-03-28,"Tripura",559037,27200,206,559037,73402,295141,263835,61,0,632439,NA,50,632439,7731,4169794
2021-03-28,"Uttar Pradesh",4631003,31485,285,4631003,1017592,2680872,1949592,539,568460,5080135,NA,1037,5648595,3527,237882725
2021-03-28,"Uttarakhand",568301,17030,85,568301,123852,307148,261089,64,355,691798,NA,249,692153,389,11250858
2021-03-28,"West Bengal",4453685,96180,533,4453685,634050,2502055,1951119,511,463391,4624344,NA,584,5087735,5154,99609303
2021-03-27,"India",50865316,6515557,44549,50865316,8370120,26976551,23883153,5612,5581810,53653625,NA,15942,59235436,2116003,1366400000
2021-03-27,"Andaman and Nicobar Islands",16292,1700,17,16292,5064,9709,6583,0,0,21356,NA,1,21356,359,417036
2021-03-27,"Andhra Pradesh",2078246,345300,2266,2078246,372864,1079183,998859,204,377544,2073566,NA,268,2451110,117419,53903393
2021-03-27,"Arunachal Pradesh",66980,6550,54,66980,19181,40208,26708,64,0,86161,NA,253,86161,2004,1570458
2021-03-27,"Assam",900947,100930,909,900947,142734,519862,380980,105,135354,908327,NA,125,1043681,22163,35607039
2021-03-27,"Bihar",2150425,309630,2019,2150425,405222,1065255,1084956,214,97860,2457787,NA,154,2555647,110981,124799926
2021-03-27,"Chandigarh",63168,6700,46,63168,10983,38829,24338,1,0,74151,NA,61,74151,1329,1158473
2021-03-27,"Chhattisgarh",1468773,256850,1890,1468773,304416,719971,748684,118,7977,1765212,NA,457,1773189,108962,29436231
2021-03-27,"Dadra and Nagar Haveli and Daman and Diu",23138,4000,40,23138,5309,12031,11107,0,0,28447,NA,83,28447,27,NA
2021-03-27,"Delhi",977993,87250,721,977993,244115,608614,369184,195,280988,941120,NA,660,1222108,36917,18710922
2021-03-27,"Goa",96611,6900,49,96611,17115,49949,46659,3,0,113726,NA,508,113726,2501,1586250
2021-03-27,"Gujarat",4469272,773331,5312,4469272,647111,2304300,2164568,404,670729,4445654,NA,868,5116383,251682,63872399
2021-03-27,"Haryana",1158970,98400,570,1158970,143529,610768,548102,100,216683,1085816,NA,751,1302499,22359,28204692
2021-03-27,"Himachal Pradesh",410497,43950,361,410497,86475,208804,201644,49,2,496970,NA,543,496972,19680,7451955
2021-03-27,"Jammu and Kashmir",595686,128750,1032,595686,138464,412130,183431,125,0,734150,NA,79,734150,22099,13606320
2021-03-27,"Jharkhand",1370655,235551,1974,1370655,239263,689612,680932,111,176781,1433137,NA,296,1609918,96991,38593948
2021-03-27,"Karnataka",3080769,447531,3717,3080769,441731,1461483,1618958,328,353843,3168657,NA,2363,3522500,119967,67562686
2021-03-27,"Kerala",2795930,193450,1397,2795930,392138,1283227,1512430,273,135202,3052866,NA,2052,3188068,113841,35699443
2021-03-27,"Ladakh",40195,700,4,40195,6395,22813,17379,3,0,46590,NA,1,46590,112,289023
2021-03-27,"Lakshadweep",4601,900,9,4601,1665,3207,1394,0,0,6266,NA,0,6266,196,65840
2021-03-27,"Madhya Pradesh",2737954,353447,2103,2737954,497073,1471968,1265689,297,297487,2937540,NA,312,3235027,105486,85358965
2021-03-27,"Maharashtra",5163746,510650,3458,5163746,717827,2785993,2377123,630,708937,5172636,NA,2402,5881573,219630,123144223
2021-03-27,"Manipur",80812,6900,63,80812,29776,54135,26675,2,0,110588,NA,62,110588,873,3091545
2021-03-27,"Meghalaya",77163,8100,80,77163,30072,43022,34133,8,0,107235,NA,221,107235,406,3366710
2021-03-27,"Mizoram",55117,0,0,55117,13361,32762,22353,2,0,68478,NA,425,68478,71,1239244
2021-03-27,"Nagaland",53903,450,4,53903,20187,38353,15546,4,0,74090,NA,33,74090,137,2249695
